project,from_name,to_name,from_url,to_url,from_fqs,from_tctracer_fqs,from_testlinker_fqs,to_fqs,to_tctracer_fqs,to_testlinker_fqs,from_artifact,to_artifact,to_call_depth,label,tags,notes
commons-io,testRead_ReadableByteChannel,readFully,https://github.com/apache/commons-io/blob/4077158829de92987367d3149e4ba71356bb5390/src/test/java/org/apache/commons/io/IOUtilsTestCase.java#L603,https://github.com/apache/commons-io/blob/4077158829de92987367d3149e4ba71356bb5390/src/main/java/org/apache/commons/io/IOUtils.java#L3070,org.apache.commons.io.IOUtilsTestCase.testRead_ReadableByteChannel(),org.apache.commons.io.IOUtilsTestCase.testRead_ReadableByteChannel(),org.apache.commons.io.IOUtilsTestCase.testRead_ReadableByteChannel(),"org.apache.commons.io.IOUtils.readFully(java.nio.channels.ReadableByteChannel, java.nio.ByteBuffer)","org.apache.commons.io.IOUtils.readFully(ReadableByteChannel, ByteBuffer)","org.apache.commons.io.IOUtils.readFully(ReadableByteChannel, ByteBuffer)",#test-code #test-case-method,#main-code,1,1,,
commons-io,twoLinesAtEnd,read,https://github.com/apache/commons-io/blob/4077158829de92987367d3149e4ba71356bb5390/src/test/java/org/apache/commons/io/input/WindowsLineEndingInputStreamTest.java#L43,https://github.com/apache/commons-io/blob/4077158829de92987367d3149e4ba71356bb5390/src/main/java/org/apache/commons/io/input/WindowsLineEndingInputStream.java#L72,org.apache.commons.io.input.WindowsLineEndingInputStreamTest.twoLinesAtEnd(),org.apache.commons.io.input.WindowsLineEndingInputStreamTest.twoLinesAtEnd(),org.apache.commons.io.input.WindowsLineEndingInputStreamTest.twoLinesAtEnd(),org.apache.commons.io.input.WindowsLineEndingInputStream.read(),org.apache.commons.io.input.WindowsLineEndingInputStream.read(),org.apache.commons.io.input.WindowsLineEndingInputStream.read(),#test-code #test-case-method,#main-code,3,1,,
commons-io,ourTestClassAcceptedFirstWildcard,accept,https://github.com/apache/commons-io/blob/4077158829de92987367d3149e4ba71356bb5390/src/test/java/org/apache/commons/io/serialization/ValidatingObjectInputStreamTest.java#L165,https://github.com/apache/commons-io/blob/4077158829de92987367d3149e4ba71356bb5390/src/main/java/org/apache/commons/io/serialization/ValidatingObjectInputStream.java#L140,org.apache.commons.io.serialization.ValidatingObjectInputStreamTest.ourTestClassAcceptedFirstWildcard(),org.apache.commons.io.serialization.ValidatingObjectInputStreamTest.ourTestClassAcceptedFirstWildcard(),org.apache.commons.io.serialization.ValidatingObjectInputStreamTest.ourTestClassAcceptedFirstWildcard(),org.apache.commons.io.serialization.ValidatingObjectInputStream.accept(java.lang.String...),org.apache.commons.io.serialization.ValidatingObjectInputStream.accept(String[]),org.apache.commons.io.serialization.ValidatingObjectInputStream.accept(String[]),#test-code #test-case-method,#main-code,1,1,,
commons-io,testWriteStringBuilder,getAppendable,https://github.com/apache/commons-io/blob/4077158829de92987367d3149e4ba71356bb5390/src/test/java/org/apache/commons/io/output/AppendableOutputStreamTest.java#L39,https://github.com/apache/commons-io/blob/4077158829de92987367d3149e4ba71356bb5390/src/main/java/org/apache/commons/io/output/AppendableOutputStream.java#L62,org.apache.commons.io.output.AppendableOutputStreamTest.testWriteStringBuilder(),org.apache.commons.io.output.AppendableOutputStreamTest.testWriteStringBuilder(),org.apache.commons.io.output.AppendableOutputStreamTest.testWriteStringBuilder(),org.apache.commons.io.output.AppendableOutputStream.getAppendable(),org.apache.commons.io.output.AppendableOutputStream.getAppendable(),org.apache.commons.io.output.AppendableOutputStream.getAppendable(),#test-code #test-case-method,#main-code,1,1,,
commons-io,testWriteStringBuilder,write,https://github.com/apache/commons-io/blob/4077158829de92987367d3149e4ba71356bb5390/src/test/java/org/apache/commons/io/output/AppendableOutputStreamTest.java#L39,https://github.com/apache/commons-io/blob/4077158829de92987367d3149e4ba71356bb5390/src/main/java/org/apache/commons/io/output/AppendableOutputStream.java#L53,org.apache.commons.io.output.AppendableOutputStreamTest.testWriteStringBuilder(),org.apache.commons.io.output.AppendableOutputStreamTest.testWriteStringBuilder(),org.apache.commons.io.output.AppendableOutputStreamTest.testWriteStringBuilder(),org.apache.commons.io.output.AppendableOutputStream.write(int),org.apache.commons.io.output.AppendableOutputStream.write(int),org.apache.commons.io.output.AppendableOutputStream.write(int),#test-code #test-case-method,#main-code,1,1,,
commons-io,testWriteNullBaSucceeds,write,https://github.com/apache/commons-io/blob/4077158829de92987367d3149e4ba71356bb5390/src/test/java/org/apache/commons/io/output/ProxyOutputStreamTest.java#L57,https://github.com/apache/commons-io/blob/4077158829de92987367d3149e4ba71356bb5390/src/main/java/org/apache/commons/io/output/ProxyOutputStream.java#L68,org.apache.commons.io.output.ProxyOutputStreamTest.testWriteNullBaSucceeds(),org.apache.commons.io.output.ProxyOutputStreamTest.testWriteNullBaSucceeds(),org.apache.commons.io.output.ProxyOutputStreamTest.testWriteNullBaSucceeds(),org.apache.commons.io.output.ProxyOutputStream.write(byte[]),org.apache.commons.io.output.ProxyOutputStream.write(byte[]),org.apache.commons.io.output.ProxyOutputStream.write(byte[]),#test-code #test-case-method,#main-code,,1,,
commons-io,testWriteLines_3argsWithAppendOptionTrue_ShouldNotDeletePreviousFileLines,readFileToString,https://github.com/apache/commons-io/blob/4077158829de92987367d3149e4ba71356bb5390/src/test/java/org/apache/commons/io/FileUtilsTestCase.java#L2186,https://github.com/apache/commons-io/blob/4077158829de92987367d3149e4ba71356bb5390/src/main/java/org/apache/commons/io/FileUtils.java#L1799,org.apache.commons.io.FileUtilsTestCase.testWriteLines_3argsWithAppendOptionTrue_ShouldNotDeletePreviousFileLines(),org.apache.commons.io.FileUtilsTestCase.testWriteLines_3argsWithAppendOptionTrue_ShouldNotDeletePreviousFileLines(),org.apache.commons.io.FileUtilsTestCase.testWriteLines_3argsWithAppendOptionTrue_ShouldNotDeletePreviousFileLines(),org.apache.commons.io.FileUtils.readFileToString(java.io.File),org.apache.commons.io.FileUtils.readFileToString(File),org.apache.commons.io.FileUtils.readFileToString(File),#test-code #test-case-method,#main-code,1,1,,
commons-io,testWriteLines_3argsWithAppendOptionTrue_ShouldNotDeletePreviousFileLines,writeLines,https://github.com/apache/commons-io/blob/4077158829de92987367d3149e4ba71356bb5390/src/test/java/org/apache/commons/io/FileUtilsTestCase.java#L2186,https://github.com/apache/commons-io/blob/4077158829de92987367d3149e4ba71356bb5390/src/main/java/org/apache/commons/io/FileUtils.java#L2266,org.apache.commons.io.FileUtilsTestCase.testWriteLines_3argsWithAppendOptionTrue_ShouldNotDeletePreviousFileLines(),org.apache.commons.io.FileUtilsTestCase.testWriteLines_3argsWithAppendOptionTrue_ShouldNotDeletePreviousFileLines(),org.apache.commons.io.FileUtilsTestCase.testWriteLines_3argsWithAppendOptionTrue_ShouldNotDeletePreviousFileLines(),"org.apache.commons.io.FileUtils.writeLines(java.io.File, java.util.Collection<?>, boolean)","org.apache.commons.io.FileUtils.writeLines(File, Collection, boolean)","org.apache.commons.io.FileUtils.writeLines(File, Collection, boolean)",#test-code #test-case-method,#main-code,1,1,,
commons-io,testWriteLines_3argsWithAppendOptionTrue_ShouldNotDeletePreviousFileLines,writeStringToFile,https://github.com/apache/commons-io/blob/4077158829de92987367d3149e4ba71356bb5390/src/test/java/org/apache/commons/io/FileUtilsTestCase.java#L2186,https://github.com/apache/commons-io/blob/4077158829de92987367d3149e4ba71356bb5390/src/main/java/org/apache/commons/io/FileUtils.java#L2016,org.apache.commons.io.FileUtilsTestCase.testWriteLines_3argsWithAppendOptionTrue_ShouldNotDeletePreviousFileLines(),org.apache.commons.io.FileUtilsTestCase.testWriteLines_3argsWithAppendOptionTrue_ShouldNotDeletePreviousFileLines(),org.apache.commons.io.FileUtilsTestCase.testWriteLines_3argsWithAppendOptionTrue_ShouldNotDeletePreviousFileLines(),"org.apache.commons.io.FileUtils.writeStringToFile(java.io.File, java.lang.String)","org.apache.commons.io.FileUtils.writeStringToFile(File, String)","org.apache.commons.io.FileUtils.writeStringToFile(File, String)",#test-code #test-case-method,#main-code,1,1,,
commons-io,testWriteLines_4argsWithAppendOptionTrue_ShouldNotDeletePreviousFileLines,readFileToString,https://github.com/apache/commons-io/blob/4077158829de92987367d3149e4ba71356bb5390/src/test/java/org/apache/commons/io/FileUtilsTestCase.java#L2123,https://github.com/apache/commons-io/blob/4077158829de92987367d3149e4ba71356bb5390/src/main/java/org/apache/commons/io/FileUtils.java#L1799,org.apache.commons.io.FileUtilsTestCase.testWriteLines_4argsWithAppendOptionTrue_ShouldNotDeletePreviousFileLines(),org.apache.commons.io.FileUtilsTestCase.testWriteLines_4argsWithAppendOptionTrue_ShouldNotDeletePreviousFileLines(),org.apache.commons.io.FileUtilsTestCase.testWriteLines_4argsWithAppendOptionTrue_ShouldNotDeletePreviousFileLines(),org.apache.commons.io.FileUtils.readFileToString(java.io.File),org.apache.commons.io.FileUtils.readFileToString(File),org.apache.commons.io.FileUtils.readFileToString(File),#test-code #test-case-method,#main-code,1,1,,
commons-io,testWriteLines_4argsWithAppendOptionTrue_ShouldNotDeletePreviousFileLines,writeLines,https://github.com/apache/commons-io/blob/4077158829de92987367d3149e4ba71356bb5390/src/test/java/org/apache/commons/io/FileUtilsTestCase.java#L2123,https://github.com/apache/commons-io/blob/4077158829de92987367d3149e4ba71356bb5390/src/main/java/org/apache/commons/io/FileUtils.java#L2349,org.apache.commons.io.FileUtilsTestCase.testWriteLines_4argsWithAppendOptionTrue_ShouldNotDeletePreviousFileLines(),org.apache.commons.io.FileUtilsTestCase.testWriteLines_4argsWithAppendOptionTrue_ShouldNotDeletePreviousFileLines(),org.apache.commons.io.FileUtilsTestCase.testWriteLines_4argsWithAppendOptionTrue_ShouldNotDeletePreviousFileLines(),"org.apache.commons.io.FileUtils.writeLines(java.io.File, java.util.Collection<?>, java.lang.String, boolean)","org.apache.commons.io.FileUtils.writeLines(File, Collection, String, boolean)","org.apache.commons.io.FileUtils.writeLines(File, Collection, String, boolean)",#test-code #test-case-method,#main-code,1,1,,
commons-io,testWriteLines_4argsWithAppendOptionTrue_ShouldNotDeletePreviousFileLines,writeStringToFile,https://github.com/apache/commons-io/blob/4077158829de92987367d3149e4ba71356bb5390/src/test/java/org/apache/commons/io/FileUtilsTestCase.java#L2123,https://github.com/apache/commons-io/blob/4077158829de92987367d3149e4ba71356bb5390/src/main/java/org/apache/commons/io/FileUtils.java#L2016,org.apache.commons.io.FileUtilsTestCase.testWriteLines_4argsWithAppendOptionTrue_ShouldNotDeletePreviousFileLines(),org.apache.commons.io.FileUtilsTestCase.testWriteLines_4argsWithAppendOptionTrue_ShouldNotDeletePreviousFileLines(),org.apache.commons.io.FileUtilsTestCase.testWriteLines_4argsWithAppendOptionTrue_ShouldNotDeletePreviousFileLines(),"org.apache.commons.io.FileUtils.writeStringToFile(java.io.File, java.lang.String)","org.apache.commons.io.FileUtils.writeStringToFile(File, String)","org.apache.commons.io.FileUtils.writeStringToFile(File, String)",#test-code #test-case-method,#main-code,1,1,,
commons-io,testWriteLines_5argsWithAppendOptionFalse_ShouldDeletePreviousFileLines,readFileToString,https://github.com/apache/commons-io/blob/4077158829de92987367d3149e4ba71356bb5390/src/test/java/org/apache/commons/io/FileUtilsTestCase.java#L2108,https://github.com/apache/commons-io/blob/4077158829de92987367d3149e4ba71356bb5390/src/main/java/org/apache/commons/io/FileUtils.java#L1799,org.apache.commons.io.FileUtilsTestCase.testWriteLines_5argsWithAppendOptionFalse_ShouldDeletePreviousFileLines(),org.apache.commons.io.FileUtilsTestCase.testWriteLines_5argsWithAppendOptionFalse_ShouldDeletePreviousFileLines(),org.apache.commons.io.FileUtilsTestCase.testWriteLines_5argsWithAppendOptionFalse_ShouldDeletePreviousFileLines(),org.apache.commons.io.FileUtils.readFileToString(java.io.File),org.apache.commons.io.FileUtils.readFileToString(File),org.apache.commons.io.FileUtils.readFileToString(File),#test-code #test-case-method,#main-code,1,1,,
commons-io,testWriteLines_5argsWithAppendOptionFalse_ShouldDeletePreviousFileLines,writeLines,https://github.com/apache/commons-io/blob/4077158829de92987367d3149e4ba71356bb5390/src/test/java/org/apache/commons/io/FileUtilsTestCase.java#L2108,https://github.com/apache/commons-io/blob/4077158829de92987367d3149e4ba71356bb5390/src/main/java/org/apache/commons/io/FileUtils.java#L2306,org.apache.commons.io.FileUtilsTestCase.testWriteLines_5argsWithAppendOptionFalse_ShouldDeletePreviousFileLines(),org.apache.commons.io.FileUtilsTestCase.testWriteLines_5argsWithAppendOptionFalse_ShouldDeletePreviousFileLines(),org.apache.commons.io.FileUtilsTestCase.testWriteLines_5argsWithAppendOptionFalse_ShouldDeletePreviousFileLines(),"org.apache.commons.io.FileUtils.writeLines(java.io.File, java.lang.String, java.util.Collection<?>, java.lang.String, boolean)","org.apache.commons.io.FileUtils.writeLines(File, String, Collection, String, boolean)","org.apache.commons.io.FileUtils.writeLines(File, String, Collection, String, boolean)",#test-code #test-case-method,#main-code,1,1,,
commons-io,testWriteLines_5argsWithAppendOptionFalse_ShouldDeletePreviousFileLines,writeStringToFile,https://github.com/apache/commons-io/blob/4077158829de92987367d3149e4ba71356bb5390/src/test/java/org/apache/commons/io/FileUtilsTestCase.java#L2108,https://github.com/apache/commons-io/blob/4077158829de92987367d3149e4ba71356bb5390/src/main/java/org/apache/commons/io/FileUtils.java#L2016,org.apache.commons.io.FileUtilsTestCase.testWriteLines_5argsWithAppendOptionFalse_ShouldDeletePreviousFileLines(),org.apache.commons.io.FileUtilsTestCase.testWriteLines_5argsWithAppendOptionFalse_ShouldDeletePreviousFileLines(),org.apache.commons.io.FileUtilsTestCase.testWriteLines_5argsWithAppendOptionFalse_ShouldDeletePreviousFileLines(),"org.apache.commons.io.FileUtils.writeStringToFile(java.io.File, java.lang.String)","org.apache.commons.io.FileUtils.writeStringToFile(File, String)","org.apache.commons.io.FileUtils.writeStringToFile(File, String)",#test-code #test-case-method,#main-code,1,1,,
commons-io,testAppendChar,append,https://github.com/apache/commons-io/blob/4077158829de92987367d3149e4ba71356bb5390/src/test/java/org/apache/commons/io/output/StringBuilderWriterTest.java#L64,https://github.com/apache/commons-io/blob/4077158829de92987367d3149e4ba71356bb5390/src/main/java/org/apache/commons/io/output/StringBuilderWriter.java#L73,org.apache.commons.io.output.StringBuilderWriterTest.testAppendChar(),org.apache.commons.io.output.StringBuilderWriterTest.testAppendChar(),org.apache.commons.io.output.StringBuilderWriterTest.testAppendChar(),org.apache.commons.io.output.StringBuilderWriter.append(char),org.apache.commons.io.output.StringBuilderWriter.append(char),org.apache.commons.io.output.StringBuilderWriter.append(char),#test-code #test-case-method,#main-code,,1,,
commons-io,testIO300,moveDirectoryToDirectory,https://github.com/apache/commons-io/blob/4077158829de92987367d3149e4ba71356bb5390/src/test/java/org/apache/commons/io/FileUtilsTestCase.java#L3002,https://github.com/apache/commons-io/blob/4077158829de92987367d3149e4ba71356bb5390/src/main/java/org/apache/commons/io/FileUtils.java#L2937,org.apache.commons.io.FileUtilsTestCase.testIO300(),org.apache.commons.io.FileUtilsTestCase.testIO300(),org.apache.commons.io.FileUtilsTestCase.testIO300(),"org.apache.commons.io.FileUtils.moveDirectoryToDirectory(java.io.File, java.io.File, boolean)","org.apache.commons.io.FileUtils.moveDirectoryToDirectory(File, File, boolean)","org.apache.commons.io.FileUtils.moveDirectoryToDirectory(File, File, boolean)",#test-code #test-case-method,#main-code,1,1,,
commons-io,testGetPathNoEndSeparator_with_null_byte,getPathNoEndSeparator,https://github.com/apache/commons-io/blob/4077158829de92987367d3149e4ba71356bb5390/src/test/java/org/apache/commons/io/FilenameUtilsTestCase.java#L737,https://github.com/apache/commons-io/blob/4077158829de92987367d3149e4ba71356bb5390/src/main/java/org/apache/commons/io/FilenameUtils.java#L830,org.apache.commons.io.FilenameUtilsTestCase.testGetPathNoEndSeparator_with_null_byte(),org.apache.commons.io.FilenameUtilsTestCase.testGetPathNoEndSeparator_with_null_byte(),org.apache.commons.io.FilenameUtilsTestCase.testGetPathNoEndSeparator_with_null_byte(),org.apache.commons.io.FilenameUtils.getPathNoEndSeparator(java.lang.String),org.apache.commons.io.FilenameUtils.getPathNoEndSeparator(String),org.apache.commons.io.FilenameUtils.getPathNoEndSeparator(String),#test-code #test-case-method,#main-code,1,1,,
commons-io,testCancel,handleCancelled,https://github.com/apache/commons-io/blob/4077158829de92987367d3149e4ba71356bb5390/src/test/java/org/apache/commons/io/DirectoryWalkerTestCase.java#L281,https://github.com/apache/commons-io/blob/4077158829de92987367d3149e4ba71356bb5390/src/main/java/org/apache/commons/io/DirectoryWalker.java#L454,org.apache.commons.io.DirectoryWalkerTestCase.testCancel(),org.apache.commons.io.DirectoryWalkerTestCase.testCancel(),org.apache.commons.io.DirectoryWalkerTestCase.testCancel(),"org.apache.commons.io.DirectoryWalker.handleCancelled(java.io.File, java.util.Collection<T>, org.apache.commons.io.DirectoryWalker.CancelException)","org.apache.commons.io.DirectoryWalker.handleCancelled(File, Collection, CancelException)","org.apache.commons.io.DirectoryWalker.handleCancelled(File, Collection, CancelException)",#test-code #test-case-method,#main-code,,1,,
commons-io,testCancel,walk,https://github.com/apache/commons-io/blob/4077158829de92987367d3149e4ba71356bb5390/src/test/java/org/apache/commons/io/DirectoryWalkerTestCase.java#L281,https://github.com/apache/commons-io/blob/4077158829de92987367d3149e4ba71356bb5390/src/main/java/org/apache/commons/io/DirectoryWalker.java#L329,org.apache.commons.io.DirectoryWalkerTestCase.testCancel(),org.apache.commons.io.DirectoryWalkerTestCase.testCancel(),org.apache.commons.io.DirectoryWalkerTestCase.testCancel(),"org.apache.commons.io.DirectoryWalker.walk(java.io.File, java.util.Collection<T>)","org.apache.commons.io.DirectoryWalker.walk(File, Collection)","org.apache.commons.io.DirectoryWalker.walk(File, Collection)",#test-code #test-case-method,#main-code,2,1,,
commons-io,testMissingStartDirectory,walk,https://github.com/apache/commons-io/blob/4077158829de92987367d3149e4ba71356bb5390/src/test/java/org/apache/commons/io/DirectoryWalkerTestCase.java#L195,https://github.com/apache/commons-io/blob/4077158829de92987367d3149e4ba71356bb5390/src/main/java/org/apache/commons/io/DirectoryWalker.java#L329,org.apache.commons.io.DirectoryWalkerTestCase.testMissingStartDirectory(),org.apache.commons.io.DirectoryWalkerTestCase.testMissingStartDirectory(),org.apache.commons.io.DirectoryWalkerTestCase.testMissingStartDirectory(),"org.apache.commons.io.DirectoryWalker.walk(java.io.File, java.util.Collection<T>)","org.apache.commons.io.DirectoryWalker.walk(File, Collection)","org.apache.commons.io.DirectoryWalker.walk(File, Collection)",#test-code #test-case-method,#main-code,2,1,,
commons-io,testMoveDirectory_Errors,moveDirectory,https://github.com/apache/commons-io/blob/4077158829de92987367d3149e4ba71356bb5390/src/test/java/org/apache/commons/io/FileUtilsTestCase.java#L2803,https://github.com/apache/commons-io/blob/4077158829de92987367d3149e4ba71356bb5390/src/main/java/org/apache/commons/io/FileUtils.java#L2894,org.apache.commons.io.FileUtilsTestCase.testMoveDirectory_Errors(),org.apache.commons.io.FileUtilsTestCase.testMoveDirectory_Errors(),org.apache.commons.io.FileUtilsTestCase.testMoveDirectory_Errors(),"org.apache.commons.io.FileUtils.moveDirectory(java.io.File, java.io.File)","org.apache.commons.io.FileUtils.moveDirectory(File, File)","org.apache.commons.io.FileUtils.moveDirectory(File, File)",#test-code #test-case-method,#main-code,1,1,,
